"Town","FIPS","Year","Abused Substance","Outcome","Measure Type","Variable","Value"
"Roxbury",900565930,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Salem",901166210,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Salisbury",900566420,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Scotland",901567400,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Seymour",900967610,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Sharon",900567960,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Shelton",900168170,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"Sherman",900168310,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Simsbury",900368940,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Somers",901369220,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"South Windsor",900371390,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Southbury",900969640,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Southington",900370550,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"Sprague",901171670,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Stafford",901372090,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Stamford",900173070,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",40
"Sterling",901573420,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Stonington",901173770,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",30
"Stratford",900174190,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",20
"Suffield",900374540,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Thomaston",900575730,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Thompson",901575870,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Tolland",901376290,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Torrington",900576570,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Trumbull",900177200,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",21
"Union",901377830,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Vernon",901378250,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",24
"Voluntown",901178600,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Wallingford",900978740,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",24
"Warren",900579510,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Washington",900579720,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Waterbury",900980070,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",45
"Waterford",901180280,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Watertown",900580490,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",23
"West Hartford",900382590,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"West Haven",900982870,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",19
"Westbrook",900781680,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Weston",900183430,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Westport",900183500,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",19
"Wethersfield",900384900,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Willington",901385950,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Wilton",900186370,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Winchester",900586440,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Windham",901586790,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",24
"Windsor",900387000,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Windsor Locks",900387070,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Wolcott",900987560,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Woodbridge",900987700,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Woodbury",900587910,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Woodstock",901588190,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Lower Fairfield County Regional Action Council",9000000000011,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",84
"Mid-Fairfield Substance Abuse Coalition",9000000000012,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",58
"Regional Youth/Adult Social Action Project",9000000000014,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",119
"South Central CT Substance Abuse Council",9000000000015,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",154
"Greater Valley Substance Abuse Action Council",9000000000016,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",165
"Middlesex County Substance Abuse Action Council",9000000000017,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",100
"Northeast Communities Against Substance Abuse",9000000000018,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",140
"Southeastern Regional Action Council",9000000000019,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",228
"East of the River Action for Substance Elimination",9000000000020,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",179
"Capitol Area Substance Abuse Council",9000000000021,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",157
"Substance Abuse Action Council",9000000000022,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",154
"Housatonic Valley Coalition Against Substance Abuse",9000000000023,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",147
"Central Naugatuck Valley Regional Action Council",9000000000024,2003,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",141
"Andover",901301080,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Ansonia",900901220,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Ashford",901501430,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Avon",900302060,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Barkhamsted",900502760,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Beacon Falls",900903250,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Berlin",900304300,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",19
"Bethany",900904580,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Bethel",900104720,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Bethlehem",900504930,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Bloomfield",900305910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Bolton",901306260,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Bozrah",901106820,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Branford",900907310,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Bridgeport",900108070,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",43
"Bridgewater",900508210,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Bristol",900308490,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",27
"Brookfield",900108980,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Brooklyn",901509190,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Burlington",900310100,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Canaan",900510940,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Canterbury",901512130,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Canton",900312270,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Chaplin",901513810,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Cheshire",900914160,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Chester",900714300,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Clinton",900715350,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Colchester",901115910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",25
"Colebrook",900516050,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Columbia",901316400,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Connecticut",9,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1816
"Cornwall",900517240,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Coventry",901317800,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Cromwell",900718080,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",15
"Danbury",900118500,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",48
"Darien",900118850,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Deep River",900719130,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Derby",900919550,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",8
"Durham",900720810,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"East Granby",900322070,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"East Haddam",900722280,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"East Hampton",900722490,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"East Hartford",900322630,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",23
"East Haven",900922910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"East Lyme",901123400,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",18
"East Windsor",900324800,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Eastford",901521860,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Easton",900123890,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Ellington",901325360,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Enfield",900325990,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",23
"Essex",900726270,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Fairfield",900126620,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",22
"Farmington",900327600,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Franklin",901129910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Glastonbury",900331240,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Goshen",900532290,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Granby",900332640,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Greenwich",900133620,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",32
"Griswold",901133900,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Groton",901134250,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",21
"Guilford",900934950,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Haddam",900735230,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Hamden",900935650,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Hampton",901536000,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Hartford",900337070,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",40
"Hartland",900337140,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Harwinton",900537280,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",0
"Hebron",901337910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Kent",900540290,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Killingly",901540500,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",24
"Killingworth",900740710,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Lebanon",901142390,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Ledyard",901142600,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",12
"Lisbon",901143230,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",5
"Litchfield",900543370,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Lyme",901144210,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Madison",900944560,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",16
"Manchester",900344700,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",44
"Mansfield",901344910,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Marlborough",900345820,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Meriden",900946520,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",25
"Middlebury",900946940,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Middlefield",900747080,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Middletown",900747360,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Milford",900947535,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",20
"Monroe",900148620,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",9
"Montville",901148900,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",18
"Morris",900549460,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Naugatuck",900949950,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"New Britain",900350440,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",26
"New Canaan",900150580,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"New Fairfield",900150860,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"New Hartford",900551350,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"New Haven",900952070,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",41
"New London",901152350,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"New Milford",900552630,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Newington",900352140,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",14
"Newtown",900152980,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Norfolk",900553470,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"North Branford",900953890,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"North Canaan",900554030,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"North Haven",900954870,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"North Stonington",901155500,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Norwalk",900156060,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",41
"Norwich",901156270,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",62
"Old Lyme",901157040,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Old Saybrook",900757320,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Orange",900957600,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",10
"Oxford",900958300,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Plainfield",901559980,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",11
"Plainville",900360120,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",30
"Plymouth",900560750,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",13
"Pomfret",901561030,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Portland",900761800,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Preston",901162150,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",17
"Prospect",900962290,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",1
"Putnam",901562710,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
"Redding",900163480,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Ridgefield",900163970,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",7
"Rocky Hill",900365370,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",4
"Roxbury",900565930,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",2
"Salem",901166210,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",3
"Salisbury",900566420,2004,"Alcohol","Motor vehicle accidents","Number","Motor Vehicle",6
